,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date
2731,2731,a810,b2595,pleasure,feist,Apr 28 2017,pleasure,feist,Apr 28 2017
2732,2732,a811,b2597,humanz,gorillaz,Apr 28 2017,humanz,gorillaz,Apr 28 2017
2733,2733,a812,b235,rock n roll consciousness,thurston moore,Apr 28 2017,the best day,thurston moore,Oct 20 2014
2734,2734,a813,b2606,the possum in the driveway,mark mulcahy,Apr 28 2017,gargoyle,mark lanegan band,Apr 28 2017
2735,2735,a815,b2608,visuals,mew,Apr 28 2017,visuals,mew,Apr 28 2017
2736,2736,a815,b571,visuals,mew,Apr 28 2017,+ -,mew,Apr 27 2015
2737,2737,a817,b154,sad clowns & hillbillies,john mellencamp,Apr 28 2017,plain spoken,john mellencamp,Sep 23 2014
2738,2738,a817,b23,sad clowns & hillbillies,john mellencamp,Apr 28 2017,trouble no more live at town hall,john mellencamp,Jul 8 2014
2739,2739,a817,b2600,sad clowns & hillbillies,john mellencamp,Apr 28 2017,sad clowns & hillbillies,john mellencamp,Apr 28 2017
2740,2740,a818,b1243,god's problem child,willie nelson,Apr 28 2017,summertime: willie nelson sings gershwin,willie nelson,Feb 26 2016
2741,2741,a818,b1724,god's problem child,willie nelson,Apr 28 2017,for the good times: a tribute to ray price,willie nelson,Sep 16 2016
2742,2742,a818,b2615,god's problem child,willie nelson,Apr 28 2017,god's problem child,willie nelson,Apr 28 2017
2743,2743,a820,b2607,strength of a woman,mary j. blige,Apr 28 2017,strength of a woman,mary j. blige,Apr 28 2017
2744,2744,a820,b315,strength of a woman,mary j. blige,Apr 28 2017,the london sessions,mary j. blige,Nov 24 2014
2745,2745,a821,b2593,snow,the new year,Apr 28 2017,something else,the cranberries,Apr 28 2017
2746,2746,a821,b2609,snow,the new year,Apr 28 2017,makes me sick,new found glory,Apr 28 2017
2747,2747,a821,b2998,snow,the new year,Apr 28 2017,snow,angus & julia stone,Sep 15 2017
2748,2748,a823,b203,makes me sick,new found glory,Apr 28 2017,resurrection,new found glory,Oct 7 2014
2749,2749,a823,b2609,makes me sick,new found glory,Apr 28 2017,makes me sick,new found glory,Apr 28 2017
2750,2750,a824,b1194,everything so far,pinegrove,Apr 28 2017,cardinal,pinegrove,Feb 12 2016
2751,2751,a826,b2612,the walls will fall [ep],terror,Apr 28 2017,the walls will fall,terror,Apr 28 2017
2752,2752,a828,b2614,shine,wale,Apr 28 2017,shine,wale,Apr 28 2017
2753,2753,a828,b511,shine,wale,Apr 28 2017,the album about nothing,wale,Mar 31 2015
2754,2754,a83,b1752,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,trolls: original motion picture soundtrack,various artists,Sep 23 2016
2755,2755,a83,b1953,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,christmas queens 2,various artists,Nov 11 2016
2756,2756,a83,b2003,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,the hamilton mixtape,various artists,Dec 2 2016
2757,2757,a83,b2108,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,"she rocks, vol. 1",various artists,Jan 20 2017
2758,2758,a83,b2205,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,fifty shades darker: original motion picture soundtrack,various artists,Feb 10 2017
2759,2759,a83,b2355,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,beauty and the beast: original motion picture soundtrack,various artists,Mar 10 2017
2760,2760,a83,b2541,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,the fate of the furious: the album,various artists,Apr 14 2017
2761,2761,a83,b2574,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,guardians of the galaxy vol. 2,various artists,Apr 21 2017
2762,2762,a83,b2652,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,cover stories: brandi carlile celebrates 10 years of the story – an album to benefit war child,various artists,May 5 2017
2763,2763,a83,b2892,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,punk goes pop vol. 7,various artists,Jul 14 2017
2764,2764,a83,b301,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,"the hunger games: mockingjay, part 1 – original motion picture soundtrack",various artists,Nov 17 2014
2765,2765,a83,b3143,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,the rest of our life,faith hill and tim mcgraw,Nov 17 2017
2766,2766,a83,b3178,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,quality control: control the streets volume 1,various artists,Dec 8 2017
2767,2767,a83,b320,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,i'll be home for christmas,various artists,Nov 24 2014
2768,2768,a83,b321,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,shady xv,various artists,Nov 24 2014
2769,2769,a832,b2571,be myself,sheryl crow,Apr 21 2017,be myself,sheryl crow,Apr 21 2017
2770,2770,a833,b2561,narkopop,gas,Apr 21 2017,narkopop,gas,Apr 21 2017
2771,2771,a834,b2570,robyn hitchcock,robyn hitchcock,Apr 21 2017,robyn hitchcock,robyn hitchcock,Apr 21 2017
2772,2772,a835,b2563,life. love. flesh. blood,imelda may,Apr 21 2017,life love flesh blood,imelda may,Apr 21 2017
2773,2773,a836,b1559,americana,ray davies,Apr 21 2017,americana,diesel,Jul 1 2016
2774,2774,a836,b2569,americana,ray davies,Apr 21 2017,americana,ray davies,Apr 21 2017
2775,2775,a837,b2551,wrangled,angaleena presley,Apr 21 2017,wrangled,angaleena presley,Apr 21 2017
2776,2776,a840,b2566,risk to exist,maxïmo park,Apr 21 2017,risk to exist,maxïmo park,Apr 21 2017
2777,2777,a841,b2237,2016 atomized,the raveonettes,Apr 21 2017,2016 atomized,the raveonettes,Feb 17 2017
2778,2778,a843,b507,the last rider,ron sexsmith,Apr 21 2017,carousel one,ron sexsmith,Mar 31 2015
2779,2779,a845,b2564,8,incubus,Apr 21 2017,8,incubus,Apr 21 2017
2780,2780,a846,b2575,you are we,while she sleeps,Apr 21 2017,you are we,while she sleeps,Apr 21 2017
2781,2781,a847,b2559,guppy,charly bliss,Apr 21 2017,guppy,charly bliss,Apr 21 2017
2782,2782,a848,b2568,novum,procol harum,Apr 21 2017,novum,procol harum,Apr 21 2017
2783,2783,a85,b212,i knew you when,bob seger,Nov 17 2017,ride out,bob seger,Oct 14 2014
2784,2784,a85,b3142,i knew you when,bob seger,Nov 17 2017,i knew you when,bob seger,Nov 17 2017
2785,2785,a850,b2574,make the best of it,have mercy,Apr 21 2017,guardians of the galaxy vol. 2,various artists,Apr 21 2017
2786,2786,a851,b2573,jump on board,texas,Apr 21 2017,jump on board,texas,Apr 21 2017
2787,2787,a852,b2555,love and war,brad paisley,Apr 21 2017,love and war,brad paisley,Apr 21 2017
2788,2788,a852,b93,love and war,brad paisley,Apr 21 2017,moonshine in the trunk,brad paisley,Aug 26 2014
2789,2789,a853,b2558,charlie watts meets the danish radio big band [live],charlie watts,Apr 21 2017,beginning of things,charlie worsham,Apr 21 2017
2790,2790,a854,b2574,the song of day and night,edgar jones,Apr 21 2017,guardians of the galaxy vol. 2,various artists,Apr 21 2017
2791,2791,a856,b2533,season high,little dragon,Apr 14 2017,season high,little dragon,Apr 14 2017
2792,2792,a856,b2534,season high,little dragon,Apr 14 2017,same sun same moon,little hurricane,Apr 14 2017
2793,2793,a857,b2543,azd,actress,Apr 14 2017,azd,actress,Apr 17 2017
2794,2794,a86,b1041,jupiter calling,the corrs,Nov 10 2017,white light,the corrs,Nov 27 2015
2795,2795,a86,b3130,jupiter calling,the corrs,Nov 10 2017,jupiter calling,the corrs,Nov 10 2017
2796,2796,a86,b3139,jupiter calling,the corrs,Nov 10 2017,what if nothing,walk the moon,Nov 10 2017
2797,2797,a860,b2541,the meetings of the waters,fionn regan,Apr 14 2017,the fate of the furious: the album,various artists,Apr 14 2017
2798,2798,a861,b1252,damn.,kendrick lamar,Apr 14 2017,untitled unmastered.,kendrick lamar,Mar 4 2016
2799,2799,a861,b2532,damn.,kendrick lamar,Apr 14 2017,damn.,kendrick lamar,Apr 14 2017
2800,2800,a861,b465,damn.,kendrick lamar,Apr 14 2017,to pimp a butterfly,kendrick lamar,Mar 16 2015
2801,2801,a862,b2097,the search for everything,john mayer,Apr 14 2017,the search for everything: wave one,john mayer,Jan 20 2017
2802,2802,a862,b2265,the search for everything,john mayer,Apr 14 2017,the search for everything: wave two,john mayer,Feb 24 2017
2803,2803,a862,b2531,the search for everything,john mayer,Apr 14 2017,the search for everything,john mayer,Apr 14 2017
2804,2804,a863,b2463,youth,tinie tempah,Apr 14 2017,youth,tinie tempah,Mar 31 2017
2805,2805,a866,b2537,playboi carti [mixtape],playboi carti,Apr 14 2017,playboi carti,playboi carti,Apr 14 2017
2806,2806,a868,b2480,that's your lot,blaenavon,Apr 7 2017,that's your lot,blaenavon,Apr 7 2017
2807,2807,a87,b1949,kid kruschev,sleigh bells,Nov 10 2017,jessica rabbit,sleigh bells,Nov 11 2016
2808,2808,a87,b3136,kid kruschev,sleigh bells,Nov 10 2017,kid kruschev,sleigh bells,Nov 10 2017
2809,2809,a871,b2494,the  far field,future islands,Apr 7 2017,the far field,future islands,Apr 7 2017
2810,2810,a872,b2467,silver/lead,wire,Apr 7 2017,silver/lead,wire,Mar 31 2017
2811,2811,a874,b2491,pure comedy,father john misty,Apr 7 2017,pure comedy,father john misty,Apr 7 2017
2812,2812,a874,b406,pure comedy,father john misty,Apr 7 2017,"i love you, honeybear",father john misty,Feb 10 2015
2813,2813,a875,b2479,whiteout conditions,the new pornographers,Apr 7 2017,love in the 4th dimension,the big moon,Apr 7 2017
2814,2814,a875,b2481,whiteout conditions,the new pornographers,Apr 7 2017,memories...do not open,the chainsmokers,Apr 7 2017
2815,2815,a875,b2492,whiteout conditions,the new pornographers,Apr 7 2017,inviting light,the flatliners,Apr 7 2017
2816,2816,a875,b2501,whiteout conditions,the new pornographers,Apr 7 2017,"lovely, little, lonely",the maine,Apr 7 2017
2817,2817,a875,b2502,whiteout conditions,the new pornographers,Apr 7 2017,rake it in: the greatestest hits,me first and the gimme gimmes,Apr 7 2017
2818,2818,a875,b2505,whiteout conditions,the new pornographers,Apr 7 2017,let me fly,mike + the mechanics,Apr 7 2017
2819,2819,a875,b2508,whiteout conditions,the new pornographers,Apr 7 2017,whiteout conditions,the new pornographers,Apr 7 2017
2820,2820,a875,b2512,whiteout conditions,the new pornographers,Apr 7 2017,more scared of you than you are of me,the smith street band,Apr 7 2017
2821,2821,a875,b2522,whiteout conditions,the new pornographers,Apr 7 2017,the world we built,the wild reeds,Apr 7 2017
2822,2822,a876,b2516,"sincerely, future pollution",timber timbre,Apr 7 2017,"sincerely, future pollution",timber timbre,Apr 7 2017
2823,2823,a879,b2504,hopeless romantic,michelle branch,Apr 7 2017,hopeless romantic,michelle branch,Apr 7 2017
2824,2824,a880,b2475,arca,arca,Apr 7 2017,arca,arca,Apr 7 2017
2825,2825,a881,b2497,all-amerikkkan bada$$,joey bada$$,Apr 7 2017,all-amerikkkan bada$$,joey badass,Apr 7 2017
2826,2826,a881,b369,all-amerikkkan bada$$,joey bada$$,Apr 7 2017,b4.da.$$,joey bada$$,Jan 20 2015
2827,2827,a882,b2486,august by cake,guided by voices,Apr 7 2017,worlds collide,dead by april,Apr 7 2017
2828,2828,a882,b2496,august by cake,guided by voices,Apr 7 2017,august by cake,guided by voices,Apr 7 2017
2829,2829,a885,b2499,double roses,karen elson,Apr 7 2017,double roses,karen elson,Apr 7 2017
2830,2830,a886,b2473,belladonna of sadness,alexandra savior,Apr 7 2017,belladonna of sadness,alexandra savior,Apr 7 2017
2831,2831,a887,b1134,the  assassination of julius caesar,ulver,Apr 7 2017,atgclvlsscap,ulver,Jan 22 2016
2832,2832,a887,b2513,the  assassination of julius caesar,ulver,Apr 7 2017,thunder of the gods,sun ra and his arkestra,Apr 7 2017
2833,2833,a887,b2518,the  assassination of julius caesar,ulver,Apr 7 2017,the assassination of julius caesar,ulver,Apr 7 2017
2834,2834,a889,b2511,belong,san fermin,Apr 7 2017,belong,san fermin,Apr 7 2017
2835,2835,a889,b562,belong,san fermin,Apr 7 2017,jackrabbit,san fermin,Apr 21 2015
2836,2836,a89,b255,reputation,taylor swift,Nov 10 2017,1989,taylor swift,Oct 27 2014
2837,2837,a89,b3137,reputation,taylor swift,Nov 10 2017,reputation,taylor swift,Nov 10 2017
2838,2838,a890,b2479,love in the 4th dimension,the big moon,Apr 7 2017,love in the 4th dimension,the big moon,Apr 7 2017
2839,2839,a890,b2481,love in the 4th dimension,the big moon,Apr 7 2017,memories...do not open,the chainsmokers,Apr 7 2017
2840,2840,a890,b2492,love in the 4th dimension,the big moon,Apr 7 2017,inviting light,the flatliners,Apr 7 2017
2841,2841,a890,b2501,love in the 4th dimension,the big moon,Apr 7 2017,"lovely, little, lonely",the maine,Apr 7 2017
2842,2842,a890,b2502,love in the 4th dimension,the big moon,Apr 7 2017,rake it in: the greatestest hits,me first and the gimme gimmes,Apr 7 2017
2843,2843,a890,b2505,love in the 4th dimension,the big moon,Apr 7 2017,let me fly,mike + the mechanics,Apr 7 2017
2844,2844,a890,b2508,love in the 4th dimension,the big moon,Apr 7 2017,whiteout conditions,the new pornographers,Apr 7 2017
2845,2845,a890,b2512,love in the 4th dimension,the big moon,Apr 7 2017,more scared of you than you are of me,the smith street band,Apr 7 2017
2846,2846,a890,b2522,love in the 4th dimension,the big moon,Apr 7 2017,the world we built,the wild reeds,Apr 7 2017
2847,2847,a891,b239,l.a. divine,cold war kids,Apr 7 2017,hold my home,cold war kids,Oct 21 2014
2848,2848,a891,b2483,l.a. divine,cold war kids,Apr 7 2017,l.a. divine,cold war kids,Apr 7 2017
2849,2849,a893,b2482,death peak,clark,Apr 7 2017,death peak,clark,Apr 7 2017
2850,2850,a894,b2521,the world's best american band,white reaper,Apr 7 2017,the world's best american band,white reaper,Apr 7 2017
2851,2851,a895,b1906,memories: do not open,the chainsmokers,Apr 7 2017,collage,the chainsmokers,Nov 4 2016
2852,2852,a895,b2479,memories: do not open,the chainsmokers,Apr 7 2017,love in the 4th dimension,the big moon,Apr 7 2017
2853,2853,a895,b2481,memories: do not open,the chainsmokers,Apr 7 2017,memories...do not open,the chainsmokers,Apr 7 2017
2854,2854,a895,b2492,memories: do not open,the chainsmokers,Apr 7 2017,inviting light,the flatliners,Apr 7 2017
2855,2855,a895,b2501,memories: do not open,the chainsmokers,Apr 7 2017,"lovely, little, lonely",the maine,Apr 7 2017
2856,2856,a895,b2502,memories: do not open,the chainsmokers,Apr 7 2017,rake it in: the greatestest hits,me first and the gimme gimmes,Apr 7 2017
2857,2857,a895,b2505,memories: do not open,the chainsmokers,Apr 7 2017,let me fly,mike + the mechanics,Apr 7 2017
2858,2858,a895,b2508,memories: do not open,the chainsmokers,Apr 7 2017,whiteout conditions,the new pornographers,Apr 7 2017
2859,2859,a895,b2512,memories: do not open,the chainsmokers,Apr 7 2017,more scared of you than you are of me,the smith street band,Apr 7 2017
2860,2860,a895,b2522,memories: do not open,the chainsmokers,Apr 7 2017,the world we built,the wild reeds,Apr 7 2017
2861,2861,a896,b2490,coming home,falling in reverse,Apr 7 2017,coming home,falling in reverse,Apr 7 2017
2862,2862,a896,b303,coming home,falling in reverse,Apr 7 2017,coming home,kristin chenoweth,Nov 18 2014
2863,2863,a896,b433,coming home,falling in reverse,Apr 7 2017,just like you,falling in reverse,Feb 24 2015
2864,2864,a897,b2479,more scared of you than you are of me,the smith street band,Apr 7 2017,love in the 4th dimension,the big moon,Apr 7 2017
2865,2865,a897,b2481,more scared of you than you are of me,the smith street band,Apr 7 2017,memories...do not open,the chainsmokers,Apr 7 2017
2866,2866,a897,b2492,more scared of you than you are of me,the smith street band,Apr 7 2017,inviting light,the flatliners,Apr 7 2017
2867,2867,a897,b2501,more scared of you than you are of me,the smith street band,Apr 7 2017,"lovely, little, lonely",the maine,Apr 7 2017
2868,2868,a897,b2502,more scared of you than you are of me,the smith street band,Apr 7 2017,rake it in: the greatestest hits,me first and the gimme gimmes,Apr 7 2017
2869,2869,a897,b2505,more scared of you than you are of me,the smith street band,Apr 7 2017,let me fly,mike + the mechanics,Apr 7 2017
2870,2870,a897,b2508,more scared of you than you are of me,the smith street band,Apr 7 2017,whiteout conditions,the new pornographers,Apr 7 2017
2871,2871,a897,b2512,more scared of you than you are of me,the smith street band,Apr 7 2017,more scared of you than you are of me,the smith street band,Apr 7 2017
2872,2872,a897,b2522,more scared of you than you are of me,the smith street band,Apr 7 2017,the world we built,the wild reeds,Apr 7 2017
2873,2873,a898,b2498,every where is some where,k.flay,Apr 7 2017,every where is some where,k.flay,Apr 7 2017
